Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,-2,0,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Rarely,Under 25,Ex-Employees,HR,Life Sciences,STAFF-6210,6210.0,Female,Research Scientist,Married,Yes,Y,3.0,-2.0,0.0,20.0,1.0,255.0,22.0,Master's Degree,1.0,3.0,51.0,4.0,4.0,2.0,6246.0,8518.0,0.0,14.0,4.0,1.0,80.0,2.0,7.0,2.0,36.0,4.0,13.0,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Travel_Rarely,25 - 34,Current Employees,HR,Other,STAFF-6211,6211.0,Female,Healthcare Representative,Married,Yes,Y,3.0,-2.0,0.0,30.0,1.0,801.0,6.0,Bachelor's Degree,1.0,1.0,96.0,1.0,3.0,1.0,2532.0,17581.0,2.0,15.0,4.0,2.0,80.0,1.0,17.0,4.0,26.0,11.0,0.0,1.0
No,Travel_Frequently,35 - 44,Current Employees,Sales,Human Resources,STAFF-6212,6212.0,Female,Sales Representative,Divorced,No,Y,1.0,-2.0,0.0,43.0,1.0,487.0,11.0,Associates Degree,1.0,4.0,50.0,4.0,5.0,4.0,13563.0,12001.0,7.0,24.0,3.0,2.0,80.0,1.0,16.0,4.0,10.0,9.0,3.0,14.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Travel_Frequently,Under 25,Current Employees,Sales,Other,STAFF-6213,6213.0,Male,Manufacturing Director,Married,No,Y,2.0,-2.0,0.0,24.0,1.0,235.0,28.0,Doctoral Degree,1.0,1.0,76.0,3.0,5.0,3.0,3464.0,14712.0,9.0,20.0,4.0,2.0,80.0,2.0,28.0,2.0,3.0,17.0,1.0,13.0
No,Travel_Frequently,Under 25,Current Employees,R&D,Life Sciences,STAFF-6214,6214.0,Female,Human Resources,Divorced,No,Y,6.0,-2.0,0.0,23.0,0.0,349.0,29.0,Master's Degree,1.0,1.0,57.0,2.0,4.0,1.0,17986.0,5035.0,2.0,16.0,3.0,4.0,80.0,3.0,1.0,3.0,1.0,4.0,11.0,0.0
No,Non-Travel,35 - 44,Current Employees,Sales,Technical Degree,STAFF-6215,6215.0,Male,Human Resources,Single,No,Y,1.0,-2.0,0.0,39.0,1.0,823.0,28.0,Bachelor's Degree,1.0,2.0,44.0,3.0,5.0,1.0,16799.0,19153.0,5.0,22.0,4.0,4.0,80.0,3.0,7.0,4.0,10.0,1.0,7.0,17.0
No,Non-Travel,Under 25,Current Employees,Sales,Life Sciences,STAFF-6216,6216.0,Male,Sales Executive,Married,No,Y,1.0,-2.0,0.0,23.0,0.0,970.0,18.0,Associates Degree,1.0,3.0,97.0,1.0,5.0,1.0,14626.0,21372.0,3.0,12.0,4.0,2.0,80.0,0.0,5.0,2.0,2.0,17.0,2.0,8.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Marketing,STAFF-6217,6217.0,Male,Healthcare Representative,Married,Yes,Y,3.0,-2.0,0.0,22.0,1.0,175.0,3.0,Associates Degree,1.0,3.0,80.0,1.0,5.0,3.0,8024.0,23679.0,9.0,19.0,3.0,1.0,80.0,3.0,15.0,2.0,21.0,15.0,7.0,17.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Travel_Frequently,25 - 34,Current Employees,Sales,Human Resources,STAFF-6218,6218.0,Male,Healthcare Representative,Married,Yes,Y,3.0,-2.0,0.0,27.0,1.0,875.0,14.0,Doctoral Degree,1.0,3.0,56.0,4.0,5.0,2.0,18935.0,2252.0,7.0,12.0,4.0,4.0,80.0,2.0,0.0,2.0,7.0,3.0,13.0,4.0
No,Non-Travel,Under 25,Current Employees,Sales,Human Resources,STAFF-6219,6219.0,Male,Laboratory Technician,Married,Yes,Y,5.0,-2.0,0.0,24.0,1.0,137.0,21.0,Master's Degree,1.0,2.0,98.0,4.0,4.0,1.0,10649.0,13177.0,9.0,19.0,3.0,2.0,80.0,3.0,26.0,1.0,8.0,7.0,15.0,6.0
Yes,Non-Travel,Over 55,Ex-Employees,Sales,Life Sciences,STAFF-6220,6220.0,Male,Healthcare Representative,Divorced,Yes,Y,3.0,-2.0,0.0,57.0,0.0,126.0,5.0,Doctoral Degree,1.0,1.0,58.0,4.0,4.0,3.0,18015.0,14858.0,4.0,19.0,4.0,2.0,80.0,2.0,14.0,3.0,33.0,13.0,1.0,13.0
No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,STAFF-6221,6221.0,Male,Laboratory Technician,Married,Yes,Y,3.0,-2.0,0.0,29.0,0.0,826.0,3.0,High School,1.0,2.0,46.0,2.0,4.0,1.0,19070.0,10654.0,8.0,15.0,4.0,3.0,80.0,0.0,15.0,3.0,31.0,15.0,7.0,8.0
No,Non-Travel,Under 25,Current Employees,Sales,Marketing,STAFF-6222,6222.0,Female,Research Scientist,Single,Yes,Y,1.0,-2.0,0.0,24.0,1.0,771.0,15.0,Doctoral Degree,1.0,2.0,99.0,1.0,4.0,4.0,8298.0,17731.0,5.0,23.0,4.0,1.0,80.0,3.0,17.0,1.0,17.0,9.0,13.0,10.0
Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Marketing,STAFF-6223,6223.0,Male,Manager,Divorced,No,Y,5.0,-2.0,0.0,20.0,1.0,929.0,18.0,Associates Degree,1.0,4.0,52.0,2.0,3.0,2.0,17276.0,5187.0,9.0,22.0,3.0,2.0,80.0,0.0,2.0,2.0,12.0,0.0,2.0,6.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-6224,6224.0,Male,Research Director,Divorced,Yes,Y,4.0,-2.0,0.0,26.0,1.0,1370.0,25.0,Doctoral Degree,1.0,1.0,59.0,2.0,2.0,3.0,5576.0,7670.0,5.0,13.0,3.0,3.0,80.0,0.0,32.0,2.0,36.0,13.0,2.0,2.0
No,Travel_Rarely,Under 25,Current Employees,HR,Medical,STAFF-6225,6225.0,Male,Research Director,Married,Yes,Y,2.0,-2.0,0.0,23.0,1.0,640.0,5.0,Bachelor's Degree,1.0,2.0,58.0,2.0,3.0,4.0,17215.0,4026.0,0.0,15.0,4.0,2.0,80.0,1.0,25.0,1.0,4.0,2.0,6.0,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Travel_Frequently,25 - 34,Current Employees,Sales,Other,STAFF-6226,6226.0,Male,Manufacturing Director,Married,No,Y,1.0,-2.0,0.0,26.0,1.0,1117.0,15.0,Bachelor's Degree,1.0,2.0,64.0,1.0,4.0,2.0,9865.0,21974.0,9.0,12.0,3.0,3.0,80.0,2.0,1.0,2.0,25.0,9.0,2.0,12.0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,STAFF-6227,6227.0,Female,Sales Representative,Married,No,Y,2.0,-2.0,0.0,30.0,1.0,698.0,1.0,Doctoral Degree,1.0,3.0,51.0,2.0,2.0,2.0,2957.0,5844.0,0.0,11.0,4.0,2.0,80.0,0.0,10.0,3.0,36.0,5.0,3.0,11.0
No,Non-Travel,Under 25,Current Employees,HR,Life Sciences,STAFF-6228,6228.0,Female,Research Scientist,Divorced,Yes,Y,1.0,-2.0,0.0,22.0,1.0,1037.0,4.0,Bachelor's Degree,1.0,2.0,87.0,4.0,2.0,2.0,16645.0,10714.0,9.0,22.0,3.0,1.0,80.0,0.0,23.0,3.0,27.0,11.0,14.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Non-Travel,Under 25,Current Employees,R&D,Life Sciences,STAFF-6229,6229.0,Female,Research Scientist,Divorced,Yes,Y,3.0,-2.0,0.0,24.0,1.0,386.0,20.0,High School,1.0,1.0,46.0,2.0,5.0,1.0,12597.0,26734.0,9.0,15.0,4.0,4.0,80.0,2.0,1.0,2.0,27.0,0.0,6.0,1.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Marketing,STAFF-6230,6230.0,Female,Research Scientist,Divorced,Yes,Y,2.0,-2.0,0.0,30.0,1.0,1242.0,11.0,Bachelor's Degree,1.0,4.0,67.0,4.0,2.0,1.0,19909.0,18316.0,4.0,16.0,3.0,1.0,80.0,0.0,0.0,2.0,25.0,9.0,12.0,14.0
No,Non-Travel,45 - 54,Current Employees,Sales,Technical Degree,STAFF-6231,6231.0,Female,Human Resources,Married,Yes,Y,0.0,-2.0,0.0,54.0,1.0,1236.0,12.0,High School,1.0,2.0,96.0,2.0,3.0,3.0,17526.0,25675.0,1.0,17.0,3.0,3.0,80.0,0.0,5.0,3.0,3.0,12.0,9.0,9.0
No,Non-Travel,Under 25,Current Employees,R&D,Technical Degree,STAFF-6232,6232.0,Female,Healthcare Representative,Married,Yes,Y,0.0,-2.0,0.0,21.0,0.0,675.0,24.0,Master's Degree,1.0,3.0,41.0,4.0,5.0,1.0,2983.0,15802.0,6.0,18.0,4.0,4.0,80.0,0.0,18.0,3.0,4.0,17.0,4.0,10.0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Marketing,STAFF-6233,6233.0,Male,Sales Representative,Married,Yes,Y,4.0,-2.0,0.0,37.0,1.0,783.0,12.0,Doctoral Degree,1.0,1.0,100.0,4.0,3.0,1.0,7728.0,8996.0,3.0,11.0,3.0,3.0,80.0,1.0,6.0,1.0,27.0,5.0,0.0,1.0
No,Non-Travel,25 - 34,Current Employees,Sales,Other,STAFF-6234,6234.0,Male,Sales Executive,Divorced,No,Y,5.0,-2.0,0.0,30.0,1.0,1009.0,9.0,Master's Degree,1.0,2.0,81.0,1.0,4.0,1.0,7171.0,21778.0,9.0,15.0,3.0,3.0,80.0,0.0,22.0,3.0,13.0,14.0,2.0,13.0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Other,STAFF-6235,6235.0,Male,Manufacturing Director,Divorced,Yes,Y,2.0,-2.0,0.0,31.0,1.0,1485.0,25.0,Master's Degree,1.0,3.0,71.0,3.0,2.0,4.0,16306.0,22875.0,5.0,15.0,4.0,2.0,80.0,3.0,33.0,3.0,19.0,0.0,8.0,13.0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-6236,6236.0,Female,Sales Executive,Married,Yes,Y,2.0,-2.0,0.0,37.0,1.0,1193.0,8.0,Associates Degree,1.0,3.0,31.0,1.0,5.0,1.0,11810.0,20452.0,2.0,17.0,4.0,2.0,80.0,1.0,20.0,1.0,25.0,0.0,10.0,10.0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Technical Degree,STAFF-6237,6237.0,Male,Sales Representative,Married,Yes,Y,1.0,-2.0,0.0,38.0,1.0,1495.0,18.0,Master's Degree,1.0,1.0,42.0,3.0,5.0,3.0,13070.0,5456.0,2.0,17.0,4.0,2.0,80.0,1.0,6.0,2.0,11.0,9.0,5.0,2.0
No,Travel_Rarely,Under 25,Current Employees,R&D,Other,STAFF-6238,6238.0,Male,Research Scientist,Divorced,Yes,Y,6.0,-2.0,0.0,22.0,1.0,1056.0,18.0,High School,1.0,2.0,44.0,3.0,4.0,3.0,3931.0,21119.0,6.0,13.0,3.0,3.0,80.0,2.0,1.0,4.0,25.0,11.0,5.0,15.0
No,Travel_Frequently,Under 25,Current Employees,R&D,Medical,STAFF-6239,6239.0,Male,Research Director,Married,Yes,Y,1.0,-2.0,0.0,19.0,1.0,1390.0,28.0,High School,1.0,1.0,98.0,2.0,1.0,4.0,8967.0,15755.0,9.0,21.0,4.0,2.0,80.0,0.0,24.0,3.0,7.0,14.0,9.0,5.0
Yes,Non-Travel,Under 25,Ex-Employees,R&D,Other,STAFF-6240,6240.0,Female,Manager,Married,No,Y,5.0,-2.0,0.0,22.0,1.0,1398.0,1.0,Bachelor's Degree,1.0,4.0,91.0,1.0,1.0,3.0,9598.0,17976.0,8.0,18.0,4.0,4.0,80.0,3.0,37.0,2.0,15.0,9.0,13.0,2.0
No,Non-Travel,Under 25,Current Employees,HR,Marketing,STAFF-6241,6241.0,Male,Research Scientist,Married,Yes,Y,3.0,-2.0,0.0,23.0,1.0,902.0,14.0,High School,1.0,3.0,81.0,4.0,2.0,3.0,5605.0,20465.0,7.0,17.0,3.0,4.0,80.0,1.0,10.0,1.0,16.0,4.0,13.0,17.0
No,Non-Travel,25 - 34,Current Employees,Sales,Technical Degree,STAFF-6242,6242.0,Male,Manager,Single,Yes,Y,0.0,-2.0,0.0,32.0,1.0,628.0,22.0,Bachelor's Degree,1.0,1.0,46.0,1.0,3.0,2.0,8448.0,23273.0,1.0,24.0,3.0,4.0,80.0,0.0,1.0,4.0,26.0,4.0,4.0,9.0
Yes,Non-Travel,35 - 44,Ex-Employees,Sales,Other,STAFF-6243,6243.0,Male,Manufacturing Director,Married,Yes,Y,2.0,-2.0,0.0,36.0,0.0,1169.0,24.0,Bachelor's Degree,1.0,1.0,96.0,4.0,3.0,1.0,9583.0,12750.0,2.0,19.0,3.0,1.0,80.0,1.0,1.0,3.0,2.0,15.0,4.0,0.0
No,Travel_Rarely,Under 25,Current Employees,HR,Other,STAFF-6244,6244.0,Male,Sales Representative,Married,No,Y,3.0,-2.0,0.0,23.0,1.0,474.0,6.0,Master's Degree,1.0,2.0,38.0,2.0,1.0,4.0,6663.0,10167.0,4.0,12.0,3.0,4.0,80.0,2.0,2.0,4.0,16.0,8.0,14.0,0.0
No,Non-Travel,Under 25,Current Employees,Sales,Life Sciences,STAFF-6245,6245.0,Male,Manager,Single,No,Y,5.0,-2.0,0.0,18.0,1.0,393.0,20.0,High School,1.0,1.0,49.0,1.0,5.0,4.0,9680.0,5312.0,4.0,19.0,4.0,4.0,80.0,3.0,27.0,3.0,25.0,15.0,10.0,7.0
No,Non-Travel,Over 55,Current Employees,R&D,Life Sciences,STAFF-6246,6246.0,Male,Manufacturing Director,Single,No,Y,4.0,-2.0,0.0,57.0,1.0,1303.0,23.0,Master's Degree,1.0,4.0,73.0,2.0,3.0,4.0,3925.0,10295.0,0.0,15.0,3.0,3.0,80.0,0.0,0.0,2.0,10.0,6.0,9.0,3.0
No,Non-Travel,25 - 34,Current Employees,R&D,Marketing,STAFF-6247,6247.0,Male,Manager,Married,Yes,Y,3.0,-2.0,0.0,28.0,1.0,608.0,25.0,Associates Degree,1.0,1.0,87.0,3.0,2.0,1.0,15393.0,2428.0,2.0,16.0,4.0,4.0,80.0,2.0,1.0,1.0,12.0,13.0,8.0,7.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-6248,6248.0,Male,Sales Representative,Divorced,Yes,Y,6.0,-2.0,0.0,27.0,1.0,291.0,22.0,Associates Degree,1.0,2.0,55.0,4.0,2.0,1.0,4223.0,19826.0,7.0,21.0,3.0,3.0,80.0,0.0,33.0,4.0,0.0,1.0,8.0,11.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Marketing,STAFF-6249,6249.0,Female,Sales Executive,Divorced,Yes,Y,1.0,-2.0,0.0,20.0,1.0,938.0,21.0,Associates Degree,1.0,1.0,85.0,3.0,2.0,3.0,9459.0,26767.0,7.0,22.0,3.0,1.0,80.0,1.0,10.0,3.0,25.0,5.0,8.0,4.0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Human Resources,STAFF-6250,6250.0,Male,Research Scientist,Single,No,Y,1.0,-2.0,0.0,27.0,1.0,208.0,26.0,Doctoral Degree,1.0,1.0,62.0,3.0,4.0,2.0,5641.0,24467.0,1.0,17.0,3.0,4.0,80.0,2.0,7.0,4.0,4.0,7.0,15.0,5.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Life Sciences,STAFF-6251,6251.0,Male,Human Resources,Divorced,Yes,Y,2.0,-2.0,0.0,27.0,1.0,1289.0,21.0,High School,1.0,1.0,53.0,4.0,5.0,2.0,11849.0,7253.0,4.0,17.0,3.0,2.0,80.0,0.0,34.0,1.0,24.0,12.0,0.0,16.0
No,Travel_Frequently,Over 55,Current Employees,HR,Technical Degree,STAFF-6252,6252.0,Male,Laboratory Technician,Single,Yes,Y,3.0,-2.0,0.0,55.0,1.0,,22.0,Doctoral Degree,1.0,4.0,77.0,1.0,5.0,1.0,7199.0,17408.0,8.0,22.0,4.0,3.0,80.0,0.0,37.0,1.0,24.0,1.0,6.0,16.0
No,Non-Travel,Over 55,Current Employees,HR,Medical,STAFF-6253,6253.0,Female,Manufacturing Director,Single,Yes,Y,3.0,-2.0,0.0,59.0,0.0,785.0,13.0,Associates Degree,1.0,1.0,72.0,1.0,4.0,4.0,7563.0,16119.0,5.0,13.0,4.0,1.0,80.0,2.0,28.0,2.0,19.0,17.0,12.0,13.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Travel_Frequently,Under 25,Current Employees,R&D,Medical,STAFF-6254,6254.0,Male,Healthcare Representative,Divorced,Yes,Y,6.0,-2.0,0.0,21.0,1.0,1356.0,6.0,Bachelor's Degree,1.0,3.0,42.0,2.0,2.0,4.0,4101.0,26035.0,6.0,18.0,3.0,3.0,80.0,1.0,32.0,2.0,5.0,9.0,6.0,16.0
No,Non-Travel,Under 25,Current Employees,HR,Life Sciences,STAFF-6255,6255.0,Male,Laboratory Technician,Single,Yes,Y,1.0,-2.0,0.0,19.0,1.0,1358.0,27.0,Associates Degree,1.0,4.0,39.0,1.0,1.0,2.0,14131.0,14340.0,8.0,12.0,4.0,3.0,80.0,0.0,6.0,2.0,31.0,7.0,8.0,15.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Human Resources,STAFF-6256,6256.0,Female,Manufacturing Director,Single,Yes,Y,3.0,-2.0,0.0,26.0,1.0,580.0,26.0,Master's Degree,1.0,2.0,35.0,2.0,4.0,4.0,10980.0,15345.0,7.0,13.0,3.0,1.0,80.0,0.0,37.0,1.0,10.0,15.0,11.0,0.0
No,Travel_Rarely,25 - 34,Current Employees,HR,Medical,STAFF-6257,6257.0,Male,Laboratory Technician,Divorced,Yes,Y,5.0,-2.0,0.0,27.0,1.0,670.0,27.0,Doctoral Degree,1.0,2.0,87.0,1.0,2.0,1.0,6388.0,2506.0,0.0,19.0,4.0,1.0,80.0,2.0,28.0,2.0,26.0,5.0,2.0,6.0
No,Non-Travel,25 - 34,Current Employees,HR,Medical,STAFF-6258,6258.0,Female,Laboratory Technician,Single,No,Y,5.0,-2.0,0.0,29.0,1.0,1134.0,18.0,Master's Degree,1.0,1.0,72.0,1.0,4.0,4.0,10380.0,8837.0,6.0,21.0,3.0,2.0,80.0,2.0,21.0,4.0,21.0,5.0,5.0,2.0
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-6259,6259.0,Female,Research Scientist,Single,Yes,Y,1.0,-2.0,0.0,,1.0,683.0,26.0,Associates Degree,1.0,1.0,45.0,4.0,5.0,2.0,19995.0,9058.0,6.0,23.0,4.0,2.0,80.0,1.0,0.0,3.0,12.0,14.0,1.0,4.0
No,Travel_Frequently,35 - 44,Current Employees,HR,Medical,STAFF-6260,6260.0,Female,Manager,Single,Yes,Y,2.0,-2.0,0.0,37.0,1.0,725.0,16.0,High School,1.0,3.0,91.0,3.0,1.0,3.0,14658.0,26001.0,0.0,14.0,3.0,3.0,80.0,2.0,30.0,1.0,10.0,9.0,5.0,4.0
No,Non-Travel,Under 25,Current Employees,HR,Other,STAFF-6261,6261.0,Female,Sales Executive,Single,No,Y,2.0,-2.0,0.0,23.0,1.0,157.0,10.0,Doctoral Degree,1.0,4.0,76.0,2.0,4.0,3.0,5980.0,11517.0,4.0,25.0,3.0,1.0,80.0,2.0,32.0,2.0,10.0,5.0,11.0,9.0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Human Resources,STAFF-6262,6262.0,Female,Manufacturing Director,Single,Yes,Y,2.0,-2.0,0.0,33.0,1.0,391.0,11.0,Doctoral Degree,1.0,3.0,42.0,2.0,2.0,3.0,14914.0,7924.0,2.0,13.0,4.0,1.0,80.0,1.0,14.0,2.0,5.0,14.0,12.0,14.0
No,Travel_Frequently,Under 25,Current Employees,HR,Human Resources,STAFF-6263,6263.0,Female,Manager,Married,No,Y,3.0,-2.0,0.0,23.0,1.0,1264.0,1.0,Doctoral Degree,1.0,4.0,93.0,4.0,3.0,2.0,4936.0,8497.0,1.0,18.0,3.0,1.0,80.0,0.0,39.0,3.0,38.0,17.0,8.0,11.0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-6264,6264.0,Female,Sales Representative,Divorced,Yes,Y,0.0,-2.0,0.0,29.0,1.0,1210.0,8.0,Master's Degree,1.0,3.0,47.0,2.0,5.0,1.0,12997.0,4705.0,9.0,19.0,4.0,2.0,80.0,2.0,1.0,2.0,7.0,16.0,13.0,9.0
No,Non-Travel,45 - 54,Current Employees,R&D,Human Resources,STAFF-6265,6265.0,Female,Laboratory Technician,Single,Yes,Y,4.0,-2.0,0.0,48.0,1.0,940.0,7.0,Associates Degree,1.0,2.0,70.0,3.0,3.0,1.0,10865.0,26985.0,8.0,23.0,3.0,1.0,80.0,0.0,15.0,4.0,14.0,2.0,6.0,10.0
No,Non-Travel,45 - 54,Current Employees,Sales,Other,STAFF-6266,6266.0,Male,Human Resources,Married,Yes,Y,4.0,-2.0,0.0,51.0,0.0,1383.0,15.0,Master's Degree,1.0,2.0,50.0,2.0,4.0,4.0,11165.0,22141.0,2.0,23.0,3.0,2.0,80.0,0.0,16.0,4.0,19.0,8.0,7.0,13.0
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-6267,6267.0,Female,Sales Executive,Divorced,No,Y,6.0,-2.0,0.0,30.0,1.0,850.0,16.0,High School,1.0,4.0,38.0,4.0,4.0,2.0,1286.0,26163.0,4.0,18.0,4.0,1.0,80.0,3.0,1.0,3.0,32.0,4.0,14.0,9.0
No,Non-Travel,45 - 54,Current Employees,R&D,Marketing,STAFF-6268,6268.0,Female,Human Resources,Divorced,Yes,Y,3.0,-2.0,0.0,49.0,1.0,1358.0,26.0,Associates Degree,1.0,2.0,60.0,4.0,1.0,1.0,17429.0,15473.0,8.0,14.0,3.0,4.0,80.0,3.0,40.0,2.0,11.0,7.0,3.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Non-Travel,Over 55,Current Employees,Sales,Marketing,STAFF-6269,6269.0,Male,Research Scientist,Divorced,No,Y,3.0,-2.0,0.0,55.0,1.0,228.0,5.0,Associates Degree,1.0,3.0,88.0,3.0,1.0,4.0,5206.0,16799.0,1.0,15.0,4.0,1.0,80.0,3.0,37.0,2.0,40.0,10.0,8.0,11.0
No,Travel_Rarely,Under 25,Current Employees,HR,Medical,STAFF-6270,6270.0,Female,Laboratory Technician,Divorced,Yes,Y,0.0,-2.0,0.0,18.0,1.0,146.0,8.0,Master's Degree,1.0,4.0,97.0,2.0,1.0,1.0,15038.0,3718.0,9.0,17.0,3.0,2.0,80.0,0.0,29.0,2.0,22.0,3.0,15.0,8.0
No,Non-Travel,Under 25,Current Employees,HR,Life Sciences,STAFF-6271,6271.0,Male,Healthcare Representative,Single,Yes,Y,6.0,-2.0,0.0,18.0,1.0,666.0,22.0,Master's Degree,1.0,2.0,97.0,3.0,2.0,1.0,7397.0,10858.0,8.0,21.0,4.0,3.0,80.0,2.0,11.0,3.0,11.0,6.0,7.0,8.0
No,Non-Travel,Over 55,Current Employees,R&D,Human Resources,STAFF-6272,6272.0,Female,Human Resources,Single,Yes,Y,1.0,-2.0,0.0,59.0,1.0,752.0,9.0,Master's Degree,1.0,2.0,32.0,1.0,4.0,1.0,7021.0,23822.0,2.0,13.0,4.0,1.0,80.0,2.0,27.0,1.0,12.0,14.0,11.0,1.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Human Resources,STAFF-6273,6273.0,Female,Manager,Married,Yes,Y,5.0,-2.0,0.0,20.0,1.0,618.0,20.0,High School,1.0,1.0,72.0,2.0,1.0,4.0,6457.0,18613.0,3.0,18.0,3.0,3.0,80.0,0.0,39.0,4.0,35.0,17.0,5.0,4.0
Yes,Non-Travel,25 - 34,Ex-Employees,Sales,Human Resources,STAFF-6274,6274.0,Male,Sales Executive,Single,No,Y,0.0,-2.0,0.0,27.0,1.0,147.0,11.0,Doctoral Degree,1.0,2.0,80.0,2.0,5.0,4.0,16382.0,3018.0,3.0,23.0,3.0,4.0,80.0,0.0,19.0,3.0,32.0,16.0,13.0,2.0
No,Non-Travel,35 - 44,Current Employees,R&D,Human Resources,STAFF-6275,6275.0,Female,Sales Executive,Married,Yes,Y,4.0,-2.0,0.0,38.0,1.0,1474.0,21.0,Master's Degree,1.0,2.0,96.0,2.0,2.0,1.0,4577.0,11642.0,4.0,11.0,3.0,2.0,80.0,2.0,12.0,3.0,16.0,13.0,2.0,8.0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Marketing,STAFF-6276,6276.0,Female,Laboratory Technician,Single,Yes,Y,4.0,-2.0,0.0,40.0,1.0,1212.0,23.0,Bachelor's Degree,1.0,4.0,79.0,4.0,1.0,4.0,3462.0,5871.0,8.0,21.0,3.0,2.0,80.0,0.0,28.0,4.0,14.0,2.0,5.0,11.0
No,Travel_Rarely,25 - 34,Current Employees,HR,Medical,STAFF-6277,6277.0,Male,Research Director,Divorced,Yes,Y,0.0,-2.0,0.0,31.0,1.0,545.0,7.0,Associates Degree,1.0,4.0,95.0,4.0,2.0,4.0,9704.0,21648.0,0.0,17.0,3.0,4.0,80.0,2.0,16.0,4.0,11.0,7.0,11.0,14.0
No,Travel_Frequently,25 - 34,Current Employees,HR,Other,STAFF-6278,6278.0,Female,Sales Representative,Divorced,Yes,Y,6.0,-2.0,0.0,32.0,1.0,531.0,8.0,Bachelor's Degree,1.0,2.0,82.0,2.0,3.0,2.0,8019.0,16915.0,2.0,16.0,3.0,1.0,80.0,2.0,20.0,4.0,28.0,0.0,10.0,9.0
No,Travel_Rarely,Under 25,Current Employees,Sales,Other,STAFF-6279,6279.0,Female,Manager,Married,No,Y,5.0,-2.0,0.0,19.0,0.0,1055.0,11.0,Master's Degree,1.0,2.0,52.0,2.0,5.0,4.0,4809.0,15344.0,8.0,14.0,4.0,2.0,80.0,0.0,12.0,1.0,14.0,9.0,10.0,17.0
No,Travel_Frequently,Under 25,Current Employees,Sales,Marketing,STAFF-6280,6280.0,Female,Manager,Single,No,Y,3.0,-2.0,0.0,20.0,0.0,149.0,8.0,Associates Degree,1.0,3.0,69.0,3.0,2.0,2.0,15198.0,26291.0,7.0,21.0,4.0,2.0,80.0,0.0,5.0,1.0,5.0,13.0,12.0,7.0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-6281,6281.0,Male,Manager,Divorced,Yes,Y,1.0,-2.0,0.0,30.0,1.0,798.0,15.0,Associates Degree,1.0,3.0,67.0,3.0,3.0,1.0,7085.0,13689.0,8.0,25.0,3.0,1.0,80.0,3.0,38.0,1.0,35.0,9.0,2.0,5.0
No,Travel_Frequently,35 - 44,Current Employees,HR,Other,STAFF-6282,6282.0,Female,Manufacturing Director,Single,Yes,Y,3.0,-2.0,0.0,41.0,1.0,1050.0,16.0,Master's Degree,1.0,4.0,51.0,3.0,1.0,2.0,2320.0,25569.0,3.0,23.0,3.0,2.0,80.0,1.0,28.0,1.0,30.0,13.0,6.0,3.0
